"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux","Matériau d'emballage"
"26102","26102","viandes, œufs, poissons","poissons crus","Maquereau espagnol ou maquereau blanc ou billard, cru","Atlantic chub mackerel, raw","2",0,"Glacé","Pas de préparation",5,0.36035928,2.7092366,0.000001599102,0.2202451,0.031887835,3.2248737e-7,1.6317385e-8,8.328054e-10,0.039905648,0.00022423497,0.010063578,0.10878528,4.506682,7.5868229,0.16164674,37.962977,0.000044260978,"PACK PROXY"
"26009","26009","viandes, œufs, poissons","poissons crus","Flétan de l'Atlantique ou flétan blanc, cru","Atlantic halibut, raw","2",0,"Glacé","Pas de préparation",5,0.8406778899999999,4.7571689,0.0000015796852,0.25965509,0.069608091,7.2894242e-7,8.141288e-8,2.3194108e-9,0.094036502,0.00071488886,0.022586923,0.2441613,14.931256,12.327168,0.40636961,65.167452,0.0001701467,"PACK PROXY"
"26012","26012","viandes, œufs, poissons","poissons cuits","Hareng, frit","Atlantic herring, fried","2",0,"Glacé","Poêle",5,0.46450148,3.5034988,0.0000019544195,0.38505185,0.040419915,4.082042e-7,2.1448972e-8,1.1167627e-9,0.050597435,0.00029952948,0.012892145,0.13808011,6.6386873,12.990185,0.21201826,51.43997,0.000055303294,"PACK PROXY"
"26014","26014","viandes, œufs, poissons","poissons cuits","Hareng, grillé/poêlé","Atlantic herring, grilled/pan-fried","2",0,"Glacé","Poêle",5,0.46450148,3.5034988,0.0000019544195,0.38505185,0.040419915,4.082042e-7,2.1448972e-8,1.1167627e-9,0.050597435,0.00029952948,0.012892145,0.13808011,6.6386873,12.990185,0.21201826,51.43997,0.000055303294,"PACK PROXY"
"26237","26237","viandes, œufs, poissons","poissons crus","Hareng maigre, cru","Atlantic herring, lean, raw","2",0,"Glacé","Pas de préparation",5,0.36870672,2.7703525,0.0000015968247,0.22072809,0.032878017,3.3215763e-7,1.6609523e-8,8.538375e-10,0.041148448,0.00022756893,0.010380511,0.11225211,4.5940735,7.7616363,0.16359617,38.802207,0.000044405452,"PACK PROXY"
"26010","26010","viandes, œufs, poissons","produits à base de poissons et produits de la mer","Hareng mariné ou rollmops","Atlantic herring, marinated, or rollmops","2",0,"Glacé","Pas de préparation",5,0.38404475,2.8703134,0.000001875085,0.22527869,0.033177894,3.3518379e-7,1.7372776e-8,8.7626548e-10,0.041424552,0.00024383195,0.010448562,0.11279803,4.8305836,8.0160142,0.17853513,40.298139,0.000051382101,"PACK PROXY"
"26238","26238","viandes, œufs, poissons","poissons crus","Hareng gras, cru","Atlantic herring, oily, raw","2",0,"Glacé","Pas de préparation",5,0.36870672,2.7703525,0.0000015968247,0.22072809,0.032878017,3.3215763e-7,1.6609523e-8,8.538375e-10,0.041148448,0.00022756893,0.010380511,0.11225211,4.5940735,7.7616363,0.16359617,38.802207,0.000044405452,"PACK PROXY"
"26011","26011","viandes, œufs, poissons","poissons crus","Hareng, cru","Atlantic herring, raw","2",0,"Glacé","Pas de préparation",5,0.36870672,2.7703525,0.0000015968247,0.22072809,0.032878017,3.3215763e-7,1.6609523e-8,8.538375e-10,0.041148448,0.00022756893,0.010380511,0.11225211,4.5940735,7.7616363,0.16359617,38.802207,0.000044405452,"PACK PROXY"
"25998","25998","viandes, œufs, poissons","poissons cuits","Hareng fumé, filet, doux","Atlantic herring, smoked, fillet","2",0,"Glacé","Pas de préparation",5,0.37276869,3.2424849,3.673798e-7,0.23797455,0.034836957,3.521937e-7,2.0719194e-8,1.09325e-9,0.042453965,0.00039528023,0.011016823,0.11733724,7.5063191,30.198354,0.44336818,45.242004,0.000015835753,"PACK PROXY"
"26232","26232","viandes, œufs, poissons","poissons cuits","Hareng fumé, à l'huile","Atlantic herring, smoked, in oil","2",0,"Glacé","Pas de préparation",5,0.37276869,3.2424849,3.673798e-7,0.23797455,0.034836957,3.521937e-7,2.0719194e-8,1.09325e-9,0.042453965,0.00039528023,0.011016823,0.11733724,7.5063191,30.198354,0.44336818,45.242004,0.000015835753,"PACK PROXY"
"26013","26013","viandes, œufs, poissons","poissons cuits","Hareng fumé, au naturel","Atlantic herring, smoked, plain","2",0,"Glacé","Pas de préparation",5,0.37276869,3.2424849,3.673798e-7,0.23797455,0.034836957,3.521937e-7,2.0719194e-8,1.09325e-9,0.042453965,0.00039528023,0.011016823,0.11733724,7.5063191,30.198354,0.44336818,45.242004,0.000015835753,"PACK PROXY"
"20999","20999","aides culinaires et ingrédients divers","algues","Wakamé atlantique (Alaria esculenta), séchée ou déshydratée","Atlantic wakame (Alaria esculenta), dried or dehydrated","2",0,"Ambiant (long)","Pas de préparation",5,1.5199106,11.997799,3.4245099e-7,10.916084,0.053612038,8.2793619e-7,8.105209e-8,7.2588381e-9,0.10413826,0.0025048177,0.013751618,0.12951886,39.754891,31.710309,4.1626904,392.11548,0.000076152516,"PACK PROXY"
"12521","12521","lait et produits laitiers","fromages","Fromage bleu d'Auvergne","Auvergne blue cheese, from cow's milk","2",0,"Glacé","Pas de préparation",5,0.5405701,4.9113342,9.3461462e-7,0.52578934,0.011070276,4.8963277e-7,8.370729e-8,2.167115e-9,0.069714077,0.00054079948,0.017006991,0.2948353,43.203656,165.39542,0.62466557,35.194405,0.000033543573,"PACK AGB"
"17100","17100","matières grasses","huiles et graisses végétales","Huile d'avocat","Avocado oil","2",0,"Ambiant (long)","Pas de préparation",5,1.3634716,5.6064763,8.4930089e-8,0.40130852,0.017797987,2.7508771e-7,2.9021159e-7,2.1832011e-9,0.031352268,0.0012333512,0.037844607,0.095071144,41.295821,382.00934,107.29711,53.480551,0.0000392169,"PACK PROXY"
"13004","13004","fruits, légumes, légumineuses et oléagineux","légumes","Avocat, pulpe, cru","Avocado, pulp, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.31635379,1.4583873,3.4759232e-8,0.081737989,0.0056143429,6.8256209e-8,6.5756693e-8,5.016974e-10,0.0085312281,0.00028771106,0.0089647958,0.027332985,7.4360535,84.144229,23.691007,12.849594,0.000009325064,"PACK AGB"
"13157","13157","aliments infantiles","desserts infantiles","Petit pot fruit avec banane pour bébé","Baby food jar with banana","2",0,"Ambiant (long)","Pas de préparation",5,0.16367089,1.7635773,4.3783852e-8,0.5187056,0.00614159,6.4309738e-8,1.5986331e-8,4.591471e-10,0.0070129088,0.00023691487,0.0029074526,0.024954027,12.997562,24.83515,1.157703,33.452094,0.0000073869231,"PACK PROXY"
"20247","20247","aliments infantiles","petits pots salés et plats infantiles","Petit pot légumes, avec féculent, dès 4/6 mois","Baby food jar with vegetables and starch, from 4-6 months","2",0,"Ambiant (long)","Micro-onde",5,0.14339961,1.3076737,2.5672349e-8,0.61619215,0.0037325991,6.7659769e-8,4.1669623e-8,7.7034004e-10,0.0077178832,0.00019332487,0.004760923,0.029291294,6.7883533,41.656455,0.63985097,27.471552,0.0000055237668,"PACK PROXY"
"20246","20246","aliments infantiles","petits pots salés et plats infantiles","Petit pot légumes, dès 4-6 mois","Baby food jar with vegetables, from 4-6 months","2",0,"Ambiant (long)","Micro-onde",5,0.14339961,1.3076737,2.5672349e-8,0.61619215,0.0037325991,6.7659769e-8,4.1669623e-8,7.7034004e-10,0.0077178832,0.00019332487,0.004760923,0.029291294,6.7883533,41.656455,0.63985097,27.471552,0.0000055237668,"PACK PROXY"
"13158","13158","aliments infantiles","desserts infantiles","Petit pot fruit sans banane pour bébé","Baby food jar without banana","2",0,"Ambiant (long)","Pas de préparation",5,0.16367089,1.7635773,4.3783852e-8,0.5187056,0.00614159,6.4309738e-8,1.5986331e-8,4.591471e-10,0.0070129088,0.00023691487,0.0029074526,0.024954027,12.997562,24.83515,1.157703,33.452094,0.0000073869231,"PACK PROXY"
"3000_1","3000","aliments infantiles","laits et boissons infantiles","Lait 1er âge, poudre soluble (préparation pour nourrissons)","Baby milk, first age, powder, non rehydrated","2",0,"Ambiant (long)","Pas de préparation",5,0.86383933,8.2833189,1.1569878e-7,0.69355026,0.017963398,8.2628478e-7,1.3633227e-7,8.7443904e-9,0.11238921,0.00073619323,0.028989322,0.48096667,87.724132,320.48399,1.4274691,56.970298,0.000018135718,"PACK PROXY"
"3000_2","3000","aliments infantiles","laits et boissons infantiles","Lait 1er âge, poudre soluble (préparation pour nourrissons), réhydratée chez le consommateur","Baby milk, first age, powder, rehydrated at consumer","2",0,"Ambiant (long)","Pas de préparation",5,0.11670530999999999,1.1185479,1.562381e-8,0.093870775,0.0024264215,1.1158143e-7,1.8434193e-8,1.1811061e-9,0.015174082,0.000099477374,0.0039139702,0.064934692,11.844436,43.266411,0.19882147,7.6992149,0.0000024507535,"PACK PROXY"
"19013","19013","aliments infantiles","laits et boissons infantiles","Lait 1er âge, prêt à consommer (préparation pour nourrissons)","Baby milk, first milk, ready to feed","2",0,"Glacé","Pas de préparation",5,0.079511205,0.72004145,3.4829067e-8,0.24546112,0.0023588514,5.4990975e-8,9.556669e-9,4.7393237e-10,0.005978622,0.00012066095,0.0021716717,0.023502455,8.7433892,29.169468,0.23139622,11.516296,0.0000035849391,"PACK PROXY"
"19014","19014","aliments infantiles","laits et boissons infantiles","Lait 2e âge, prêt à consommer (préparation pour nourrissons)","Baby milk, follow on milk, ready to feed","2",0,"Glacé","Pas de préparation",5,0.079511205,0.72004145,3.4829067e-8,0.24546112,0.0023588514,5.4990975e-8,9.556669e-9,4.7393237e-10,0.005978622,0.00012066095,0.0021716717,0.023502455,8.7433892,29.169468,0.23139622,11.516296,0.0000035849391,"PACK PROXY"
"19012_2","19012","aliments infantiles","laits et boissons infantiles","Lait de croissance infantile, poudre (réhydratée chez le consommateur)","Baby milk, growing up milk, powder, rehydrated with water at consumer step","2",0,"Ambiant (long)","Pas de préparation",5,0.11670530999999999,1.1185479,1.562381e-8,0.093870775,0.0024264215,1.1158143e-7,1.8434193e-8,1.1811061e-9,0.015174082,0.000099477374,0.0039139702,0.064934692,11.844436,43.266411,0.19882147,7.6992149,0.0000024507535,"PACK PROXY"
"19012_1","19012","aliments infantiles","laits et boissons infantiles","Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)","Baby milk, growing up milk, ready to feed","2",0,"Ambiant (long)","Pas de préparation",5,0.066046753,0.60221827,2.4263346e-8,0.13255113,0.0018569512,5.1092222e-8,8.4253469e-9,4.5023939e-10,0.0054705443,0.000099877403,0.0020150452,0.021814204,8.3822112,28.894598,0.21989515,8.1718972,0.0000023834054,"PACK PROXY"
"3002_1","3002","aliments infantiles","laits et boissons infantiles","Lait 2e âge, poudre soluble (préparation de suite)","Baby milk, second age, powder, non rehydrated","2",0,"Ambiant (long)","Pas de préparation",5,0.86383933,8.2833189,1.1569878e-7,0.69355026,0.017963398,8.2628478e-7,1.3633227e-7,8.7443904e-9,0.11238921,0.00073619323,0.028989322,0.48096667,87.724132,320.48399,1.4274691,56.970298,0.000018135718,"PACK PROXY"
"3002_2","3002","aliments infantiles","laits et boissons infantiles","Lait 2e âge, poudre soluble (préparation de suite), réhydratée chez le consommateur","Baby milk, second age, powder, rehydrated at consumer","2",0,"Ambiant (long)","Pas de préparation",5,0.11670530999999999,1.1185479,1.562381e-8,0.093870775,0.0024264215,1.1158143e-7,1.8434193e-8,1.1811061e-9,0.015174082,0.000099477374,0.0039139702,0.064934692,11.844436,43.266411,0.19882147,7.6992149,0.0000024507535,"PACK PROXY"
"28727","28727","viandes, œufs, poissons","charcuteries","Filet de bacon","Bacon, back","2",0,"Glacé","Pas de préparation",5,1.0543639,8.1851326,0.000002187323,1.2575524,0.021652772,8.7683517e-7,9.6598281e-8,4.915379e-9,0.12218026,0.0012817745,0.033744331,0.51058403,215.071,409.25766,1.9737982,73.014869,0.000079148216,"PACK AGB"
"7258","7258","produits céréaliers","pains et viennoiseries","Bagel","Bagel","2",0,"Ambiant (court)","Pas de préparation",5,0.14946583000000002,1.1631001,2.2705297e-8,0.47182301,0.0042607518,8.7620914e-8,1.9908998e-8,7.5205269e-10,0.011041922,0.00021475109,0.0063668659,0.045477094,12.466737,79.476331,1.1446937,21.865709,0.0000048972817,"PACK PROXY"
"39518","39518","glaces et sorbets","desserts glacés","Omelette norvégienne","baked Alaska","2",0,"Congelé","Pas de préparation",5,0.34402152,2.5527604,0.0000020215465,0.89409061,0.0069007511,2.1953974e-7,3.6569551e-8,1.0169227e-9,0.029425182,0.00031665421,0.0081544452,0.11962628,21.35964,71.736865,0.66983455,37.803005,0.00005802305,"PACK PROXY"
"11046","11046","aides culinaires et ingrédients divers","ingrédients divers","Levure chimique ou Poudre à lever","Baking powder or raising agent","2",0,"Ambiant (long)","Pas de préparation",5,0.30594251,2.0074361,2.3532533e-8,0.18585375,0.0078244071,1.8125311e-7,4.559524e-8,1.0126986e-9,0.024015049,0.0011500957,0.0037989788,0.040565034,48.928161,55.032526,3.8147721,22.333826,0.000053634175,"PACK PROXY"
"23300","23300","produits céréaliers","gâteaux et pâtisseries","Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop)","Baklava (oriental pastry with almonds and syrup)","2",0,"Ambiant (long)","Pas de préparation",5,1.7203694,9.3445627,0.000001945738,0.85986261,0.043031979,8.490416e-7,4.8366854e-7,4.4386597e-9,0.07445997,0.0020069795,0.030396276,0.26755736,100.09436,343.90619,76.032295,135.25427,0.00014308928,"PACK PROXY"
"20188","20188","fruits, légumes, légumineuses et oléagineux","légumes","Bambou, pousses, appertisées, égouttées","Bamboo shoots, canned, drained","2",0,"Ambiant (long)","Pas de préparation",5,0.15346948,1.6344607,5.42174e-8,0.29439024,0.0049112587,8.3708436e-8,3.8108057e-8,8.1678015e-9,0.005144695,0.00035260325,0.0023650165,0.01651059,7.3841029,20.609104,1.5271187,23.512411,0.00000472663,"PACK AGB"
"20198","20198","fruits, légumes, légumineuses et oléagineux","légumes","Bambou, pousse, crue","Bamboo shoots, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.066945135,0.63284208,2.0498541e-8,0.066647879,0.0018814309,3.521601e-8,3.3521961e-8,3.7515419e-9,0.0025229268,0.00007289053,0.0011148395,0.0097083821,2.5038004,12.248407,1.4292447,6.7406168,0.0000020915971,"PACK AGB"
"2366","2366","boissons","boissons sans alcool","Nectar de banane","Banana nectar","2",0,"Ambiant (long)","Pas de préparation",5,0.081779924,0.63300007,5.3645316e-7,0.15674218,0.0025344567,3.451968e-8,4.3928394e-9,1.5047283e-10,0.0036137336,0.00011823033,0.0022758952,0.011574929,2.8446225,13.176318,0.90851308,10.211953,0.000015698671,"PACK PROXY"
"13089","13089","fruits, légumes, légumineuses et oléagineux","fruits","Banane, pulpe, sèche","Banana, pulp, dried","2",0,"Ambiant (moyen)","Pas de préparation",5,0.6162653300000001,2.6622138,5.2052426e-8,3.9697623,0.012919224,2.9731624e-7,3.1092076e-8,6.3495777e-10,0.038295206,0.00060321461,0.015436277,0.14815916,43.138438,107.63254,18.478244,109.91964,0.000016191577,"PACK AGB"
"13005","13005","fruits, légumes, légumineuses et oléagineux","fruits","Banane, pulpe, crue","Banana, pulp, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.12386898999999998,0.792961,2.4498554e-8,0.073587406,0.0036912688,7.979776e-8,8.797986e-9,1.6376328e-10,0.0096172889,0.00012482284,0.0038943364,0.038533662,10.875188,26.041306,4.5375862,9.2570865,0.0000037542495,"PACK AGB"
"11100","11100","aides culinaires et ingrédients divers","sauces","Sauce barbecue, préemballée","Barbecue sauce, prepacked","2",0,"Glacé","Pas de préparation",5,1.3190551,14.127081,0.0000011799264,1.1426496,0.058078635,7.8025559e-7,1.5163952e-7,1.504849e-8,0.054377764,0.0022997822,0.017158158,0.15355732,91.627968,145.78798,4.5215612,201.60123,0.00015914743,"PACK PROXY"
"9550","9550","produits céréaliers","farines et pâtes à tarte","Farine d'orge","Barley flour","2",0,"Ambiant (long)","Pas de préparation",5,0.11007657,0.85433248,1.4644592e-8,0.18476633,0.0031024889,7.7552017e-8,1.3754369e-8,9.5179238e-10,0.0091672509,0.00021063629,0.0063833033,0.038137349,10.483323,100.62134,0.16734142,10.844372,0.0000047297543,"PACK PROXY"
"9320","9320","produits céréaliers","pâtes, riz et céréales","Orge entière, crue","Barley, whole, raw","2",0,"Ambiant (long)","Pas de préparation",5,0.083542919,0.65101485,1.1565498e-8,0.080369923,0.0022397348,5.7877838e-8,1.0694552e-8,7.8396663e-10,0.0073838017,0.00017025392,0.0052117086,0.030963759,8.5826841,83.869201,0.14259189,6.8611329,0.0000034783986,"PACK AGB"
"11032","11032","aides culinaires et ingrédients divers","herbes","Basilic, séché","Basil, dried","2",0,"Ambiant (long)","Pas de préparation",5,0.46775326,2.707072,8.8039644e-8,0.32162004,0.01141475,2.7179068e-7,4.2255253e-8,6.8579431e-10,0.032074862,0.0005650429,0.016093499,0.12408767,22.458512,142.79786,20.143903,37.294694,0.000010542717,"PACK PROXY"
"11033","11033","aides culinaires et ingrédients divers","herbes","Basilic, frais","Basil, fresh","2",0,"Ambiant (long)","Pas de préparation",5,0.12888267,0.90566779,1.605937e-8,0.088349657,0.0030704938,6.66072e-8,1.1707982e-8,2.1585237e-10,0.007522307,0.00016362264,0.0039713182,0.030312812,3.2970842,35.482021,5.1213553,12.623899,0.0000039372511,"PACK PROXY"
"9119","9119","produits céréaliers","pâtes, riz et céréales","Riz thaï ou basmati, cru","Basmati rice, raw","2",0,"Ambiant (long)","Pas de préparation",5,0.60841421,2.90002,2.8160633e-8,0.096264605,0.0087359853,2.2031151e-7,0.0000012827008,2.8651611e-10,0.0337922,0.00037110864,0.033386866,0.14195411,91.994229,64.161713,15.255964,12.624564,0.0000067975498,"PACK AGB"
"23803","23803","produits céréaliers","gâteaux et pâtisseries","Gâteau basque, cerises","Basque cake (shortbread), with cherries","2",0,"Ambiant (long)","Pas de préparation",5,0.31489829,2.3517178,0.0000017793544,0.59019848,0.0064204642,2.1675615e-7,3.2193462e-8,1.0366274e-9,0.028980186,0.00029556957,0.0090024633,0.11974844,20.790619,83.249667,0.75081555,29.830516,0.00004976332,"PACK PROXY"
"23802","23802","produits céréaliers","gâteaux et pâtisseries","Gâteau basque, crème pâtissière","Basque cake (shortbread), with custard","2",0,"Ambiant (long)","Pas de préparation",5,0.31489829,2.3517178,0.0000017793544,0.59019848,0.0064204642,2.1675615e-7,3.2193462e-8,1.0366274e-9,0.028980186,0.00029556957,0.0090024633,0.11974844,20.790619,83.249667,0.75081555,29.830516,0.00004976332,"PACK PROXY"
"11170","11170","aides culinaires et ingrédients divers","sauces","Sauce basquaise ou Sauce aux poivrons, préemballée","Basque-style sauce or tomato sauce with sweet peppers, prepacked","2",0,"Glacé","Micro-onde",5,0.46048109000000004,2.4491323,9.5722012e-7,0.90061172,0.011901031,2.1673383e-7,3.8582217e-7,6.4830184e-9,0.025085972,0.00065469786,0.011917699,0.093138298,60.552385,146.61774,7.9777247,48.094788,0.000032195256,"PACK PROXY"
"11053","11053","aides culinaires et ingrédients divers","épices","Laurier, feuille","Bay, leaves","2",0,"Ambiant (long)","Pas de préparation",5,0.21008777,1.9471644,7.9742003e-8,0.30327187,0.0080294864,1.2305601e-7,1.8938666e-8,4.0233921e-10,0.012473657,0.00026970696,0.0048219946,0.038631595,16.185138,37.487368,4.3564156,30.493798,0.0000054678749,"PACK PROXY"
